,mac,vendor
1899,00:24:21:44:c3:38,"Micro-Star Int'L Co, Ltd"
1900,14:5f:94:a0:93:cc,"Huawei Tech Co, Ltd"
1901,94:f6:65:0e:a6:08,Ruckus Wireless
1902,78:8a:20:d4:61:01,Ubiquiti Networks Inc
1906,c0:a0:bb:f5:19:14,D-Link International
1907,b0:4e:26:46:9b:6c,"TP-Link Tech Co, Ltd"
1910,bc:25:e0:88:9b:c0,"Huawei Tech Co, Ltd"
1911,f0:9f:c2:f1:db:e0,Ubiquiti Networks Inc
1912,38:d5:47:e3:8b:fc,ASUSTek Computer Inc
1913,f0:9f:c2:7a:22:1f,Ubiquiti Networks Inc
1914,b8:3a:08:18:21:55,"Tenda Tech Co, LtdDongguan branch"
1915,f0:9f:c2:f1:e1:14,Ubiquiti Networks Inc
1916,e4:f0:42:d4:0e:8c,"Google, Inc"
1917,1c:5f:2b:fd:58:78,D-Link International
1918,94:46:96:2b:89:2e,BaudTec Corp
1919,8c:3b:ad:13:94:f3,Netgear
1920,94:77:2b:92:9e:90,"Huawei Tech Co, Ltd"
1921,b0:4e:26:46:9b:6c,"TP-Link Tech Co, Ltd"
1922,a0:ab:1b:87:87:10,D-Link International
1923,a8:9d:21:da:29:fb,"Cisco Systems, Inc"
1924,10:7b:44:99:44:dc,ASUSTek Computer Inc
1925,f0:9f:c2:f1:dd:ee,Ubiquiti Networks Inc
1926,70:4f:57:22:57:53,"TP-Link Tech Co, Ltd"
1927,00:1e:58:3d:3e:a7,D-Link Corp
1928,c0:a0:bb:f5:19:16,D-Link International
1929,f0:9f:c2:f1:e0:0e,Ubiquiti Networks Inc
1930,94:77:2b:92:9e:90,"Huawei Tech Co, Ltd"
1931,d4:6e:0e:6d:33:96,"TP-Link Tech Co, Ltd"
1932,b8:3a:08:18:21:51,"Tenda Tech Co, LtdDongguan branch"
1933,f0:9f:c2:f1:db:5d,Ubiquiti Networks Inc
1934,d4:6e:0e:e6:ab:52,"TP-Link Tech Co, Ltd"
1935,10:7b:44:99:44:d8,ASUSTek Computer Inc
1936,b0:39:56:0b:ae:c5,Netgear
1937,88:d7:f6:6c:80:80,ASUSTek Computer Inc
1938,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
1939,f0:9f:c2:f1:db:e0,Ubiquiti Networks Inc
1940,10:7b:44:99:44:dc,ASUSTek Computer Inc
1941,f0:9f:c2:f1:e3:89,Ubiquiti Networks Inc
1942,50:c7:bf:89:5e:7c,"TP-Link Tech Co, Ltd"
1943,00:26:5a:f9:98:50,D-Link Corp
1944,c0:a0:bb:f5:19:14,D-Link International
1945,d4:6e:0e:e6:ab:52,"TP-Link Tech Co, Ltd"
1946,f0:9f:c2:f1:dd:b0,Ubiquiti Networks Inc
1947,00:19:70:33:a4:3b,"Z-Com, Inc"
1948,50:c7:bf:b6:90:92,"TP-Link Tech Co, Ltd"
1949,00:24:b2:5b:1b:e0,Netgear
1950,48:f8:b3:f2:37:e0,"Cisco-Linksys, Llc"
1951,b0:39:56:0b:ae:c5,Netgear
1952,58:6d:8f:d8:59:d1,"Cisco-Linksys, Llc"
1953,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
1954,9c:3d:cf:41:fe:f0,Netgear
1955,2c:56:dc:4f:ff:a8,ASUSTek Computer Inc
1956,38:d5:47:e3:8b:f8,ASUSTek Computer Inc
1957,88:d7:f6:6c:80:84,ASUSTek Computer Inc
1958,f0:9f:c2:7a:22:1f,Ubiquiti Networks Inc
1959,c8:d3:a3:05:00:20,D-Link International
1960,58:6d:8f:d8:59:d2,"Cisco-Linksys, Llc"
1961,2c:56:dc:4f:ff:ac,ASUSTek Computer Inc
1962,70:4f:57:24:2c:68,"TP-Link Tech Co, Ltd"
1963,10:da:43:1c:96:d3,Netgear
1964,20:cf:30:cd:f9:34,ASUSTek Computer Inc
1965,50:c7:bf:23:99:90,"TP-Link Tech Co, Ltd"
1966,d4:6e:0e:57:3d:d6,"TP-Link Tech Co, Ltd"
1967,b8:3a:08:18:21:51,"Tenda Tech Co, LtdDongguan branch"
1968,38:d5:47:e3:8b:fc,ASUSTek Computer Inc
1969,00:24:b2:5b:1b:e0,Netgear
1970,08:02:8e:e2:8e:e6,Netgear
1971,9c:3d:cf:41:fe:ef,Netgear
1973,f0:9f:c2:f1:df:a1,Ubiquiti Networks Inc
1974,08:02:8e:99:d8:60,Netgear
1975,58:6d:8f:51:28:f2,"Cisco-Linksys, Llc"
1976,b8:a3:86:50:c5:7a,D-Link International
1977,a0:04:60:9f:a5:20,Netgear
1978,50:c7:bf:b6:91:60,"TP-Link Tech Co, Ltd"
1979,dc:fe:18:3e:fa:5b,"TP-Link Tech Co, Ltd"
1980,d4:6e:0e:e6:ab:52,"TP-Link Tech Co, Ltd"
1981,88:d7:f6:6c:80:80,ASUSTek Computer Inc
1982,9c:3d:cf:41:fe:f0,Netgear
1983,38:d5:47:e3:8b:f8,ASUSTek Computer Inc
1984,c8:d3:a3:05:00:20,D-Link International
1985,70:4f:57:22:57:53,"TP-Link Tech Co, Ltd"
1986,58:6d:8f:d8:59:d1,"Cisco-Linksys, Llc"
1987,e4:f0:42:d4:0e:8c,"Google, Inc"
1988,8c:3b:ad:13:94:f3,Netgear
1989,40:9b:cd:43:bd:cf,D-Link International
1990,08:02:8e:e2:8e:e8,Netgear
1991,20:cf:30:cd:f9:34,ASUSTek Computer Inc
1992,c0:a0:bb:e3:ec:34,D-Link International
1993,58:8b:f3:99:fc:30,Zyxel Communications Corp
1994,88:d7:f6:6c:80:84,ASUSTek Computer Inc
1995,00:1e:58:3d:3e:a7,D-Link Corp
1996,04:a1:51:27:23:bd,Netgear
1997,24:7f:20:03:5f:a6,Sagemcom Broadband Sas
1998,04:a1:51:31:d0:f1,Netgear
1999,1c:5f:2b:fd:58:78,D-Link International
2000,50:c7:bf:23:92:fc,"TP-Link Tech Co, Ltd"
2001,d4:61:2e:76:9c:80,"Huawei Tech Co, Ltd"
2002,88:1f:a1:45:35:74,"Apple, Inc"
2003,00:26:5a:f9:98:50,D-Link Corp
2005,b8:3a:08:18:21:51,"Tenda Tech Co, LtdDongguan branch"
2006,88:d7:f6:6c:80:80,ASUSTek Computer Inc
2007,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
2008,9c:3d:cf:41:fe:f0,Netgear
2009,34:21:09:24:fe:18,Jensen Scandinavia AS
2010,b8:3a:08:18:21:55,"Tenda Tech Co, LtdDongguan branch"
2011,2c:56:dc:4f:ff:a8,ASUSTek Computer Inc
2012,38:d5:47:e3:8b:f8,ASUSTek Computer Inc
2013,88:d7:f6:6c:80:84,ASUSTek Computer Inc
2014,58:6d:8f:d8:59:d1,"Cisco-Linksys, Llc"
2015,70:4f:57:c6:c5:84,"TP-Link Tech Co, Ltd"
2016,74:da:da:35:9e:c1,D-Link International
2017,30:5a:3a:70:ac:30,ASUSTek Computer Inc
2018,ec:8e:b5:b8:d1:47,Hewlett Packard
2019,34:21:09:24:fe:18,Jensen Scandinavia AS
2020,b8:3a:08:18:21:55,"Tenda Tech Co, LtdDongguan branch"
2021,70:4f:57:c6:c5:84,"TP-Link Tech Co, Ltd"
2022,00:1e:58:3d:3e:a7,D-Link Corp
2023,88:1f:a1:45:35:74,"Apple, Inc"
2024,f0:9f:c2:f1:df:2c,Ubiquiti Networks Inc
2025,88:1f:a1:45:35:75,"Apple, Inc"
2026,f0:9f:c2:f1:de:8c,Ubiquiti Networks Inc
2027,34:21:09:31:f3:8f,Jensen Scandinavia AS
2028,30:b5:c2:36:ec:75,"TP-Link Tech Co, Ltd"
2029,00:19:70:34:4d:1e,"Z-Com, Inc"
2030,bc:ee:7b:c4:c4:e8,ASUSTek Computer Inc
2031,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
2032,2c:56:dc:4f:ff:a8,ASUSTek Computer Inc
2033,00:1e:58:3d:3e:a7,D-Link Corp
2034,00:26:5a:f9:98:50,D-Link Corp
2035,8c:3b:ad:13:94:f3,Netgear
2036,34:21:09:31:f3:8f,Jensen Scandinavia AS
2037,00:19:70:34:4d:1e,"Z-Com, Inc"
2038,30:5a:3a:70:ac:34,ASUSTek Computer Inc
2039,f0:9f:c2:f1:e3:89,Ubiquiti Networks Inc
2040,74:da:da:35:9e:c3,D-Link International
2041,30:5a:3a:70:ac:30,ASUSTek Computer Inc
2042,80:3f:5d:58:6e:d8,Winstars Tech Ltd
2043,1c:b7:2c:c1:44:70,ASUSTek Computer Inc
2044,48:f8:b3:f2:37:e0,"Cisco-Linksys, Llc"
2045,1c:5f:2b:fd:58:78,D-Link International
2046,00:26:5a:f9:98:50,D-Link Corp
2047,30:5a:3a:70:ac:34,ASUSTek Computer Inc
2048,74:da:da:35:9e:c3,D-Link International
2049,30:5a:3a:70:ac:30,ASUSTek Computer Inc
2050,94:46:96:2b:89:2e,BaudTec Corp
2051,1c:5f:2b:fd:58:7a,D-Link International
2052,74:da:da:35:9e:c1,D-Link International
2053,d4:6e:0e:3f:b7:72,"TP-Link Tech Co, Ltd"
2054,50:c7:bf:16:69:80,"TP-Link Tech Co, Ltd"
2055,00:26:5a:b2:1b:d0,D-Link Corp
2056,34:21:09:24:fe:18,Jensen Scandinavia AS
2057,74:da:da:35:9e:c1,D-Link International
2058,d4:6e:0e:e6:6a:4e,"TP-Link Tech Co, Ltd"
2059,6c:59:40:99:92:ac,"Mercury Communication Tech Co, Ltd"
2062,f0:9f:c2:f1:de:ac,Ubiquiti Networks Inc
2063,f0:9f:c2:f1:db:5d,Ubiquiti Networks Inc
2064,d4:6e:0e:36:de:45,"TP-Link Tech Co, Ltd"
2065,88:1f:a1:45:35:74,"Apple, Inc"
2066,f0:9f:c2:f1:db:e0,Ubiquiti Networks Inc
2067,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
2068,2c:56:dc:4f:ff:a8,ASUSTek Computer Inc
2069,10:7b:44:99:44:d8,ASUSTek Computer Inc
2070,58:6d:8f:d8:59:d1,"Cisco-Linksys, Llc"
2071,38:d5:47:e3:8b:f8,ASUSTek Computer Inc
2072,38:d5:47:e3:8b:fc,ASUSTek Computer Inc
2073,9c:3d:cf:41:fe:f0,Netgear
2074,9c:3d:cf:41:fe:ef,Netgear
2076,70:4f:57:22:57:52,"TP-Link Tech Co, Ltd"
2077,50:c7:bf:23:92:fc,"TP-Link Tech Co, Ltd"
2079,50:c7:bf:89:5e:7c,"TP-Link Tech Co, Ltd"
2080,f0:9f:c2:f1:e4:16,Ubiquiti Networks Inc
2081,00:1f:1f:2a:12:8c,Edimax Tech Co Ltd
2082,50:c7:bf:8c:26:79,"TP-Link Tech Co, Ltd"
2084,2c:56:dc:4f:ff:a9,ASUSTek Computer Inc
2085,58:6d:8f:d8:59:d1,"Cisco-Linksys, Llc"
2086,48:f8:b3:f2:37:e1,"Cisco-Linksys, Llc"
2087,48:f8:b3:f2:37:e0,"Cisco-Linksys, Llc"
2088,58:6d:8f:51:28:f2,"Cisco-Linksys, Llc"
2089,20:cf:30:cd:f9:34,ASUSTek Computer Inc
2091,f0:9f:c2:f1:df:a1,Ubiquiti Networks Inc
2092,48:f8:b3:f2:37:e1,"Cisco-Linksys, Llc"
2093,c0:a0:bb:e3:ec:32,D-Link International
2094,a4:2b:b0:e9:f7:8d,"TP-Link Tech Co, Ltd"
2095,50:64:2b:7c:3c:83,"Xiaomi Electronics, Co, Ltd"
2096,84:c9:b2:aa:0c:f4,D-Link International
2097,58:6d:8f:d8:59:d2,"Cisco-Linksys, Llc"
2098,10:7b:44:99:44:d8,ASUSTek Computer Inc
2100,f0:9f:c2:f1:e0:0e,Ubiquiti Networks Inc
2101,10:7b:44:b5:b0:0c,ASUSTek Computer Inc
2102,48:f8:b3:f2:37:e0,"Cisco-Linksys, Llc"
2103,10:7b:44:99:44:d8,ASUSTek Computer Inc
2104,48:f8:b3:f2:37:e1,"Cisco-Linksys, Llc"
2105,f0:9f:c2:f1:db:5d,Ubiquiti Networks Inc
2106,10:7b:44:99:44:dc,ASUSTek Computer Inc
2107,f0:9f:c2:f1:e1:14,Ubiquiti Networks Inc
2108,f0:9f:c2:f1:e1:33,Ubiquiti Networks Inc
2111,70:4f:57:24:2c:68,"TP-Link Tech Co, Ltd"
2112,dc:fe:18:3e:fa:5b,"TP-Link Tech Co, Ltd"
2113,2c:56:dc:4f:ff:a8,ASUSTek Computer Inc
2114,d4:6e:0e:e6:ab:52,"TP-Link Tech Co, Ltd"
2115,f0:9f:c2:f1:db:5d,Ubiquiti Networks Inc
2116,f0:9f:c2:f1:e3:89,Ubiquiti Networks Inc
2117,b0:4e:26:46:9b:6b,"TP-Link Tech Co, Ltd"
2118,74:ea:3a:d3:ab:62,"TP-Link Tech Co, Ltd"
2119,e4:6f:13:f9:4e:ec,D-Link International
2121,c0:a0:bb:f5:19:14,D-Link International
2122,b0:39:56:0b:ae:c5,Netgear
2123,b0:4e:26:46:9b:6b,"TP-Link Tech Co, Ltd"
2124,c0:a0:bb:f5:19:16,D-Link International
2125,d4:6e:0e:6d:33:96,"TP-Link Tech Co, Ltd"
2126,a8:9d:21:da:29:fb,"Cisco Systems, Inc"
2127,b0:39:56:0b:ae:c7,Netgear
2128,f0:9f:c2:f1:e4:16,Ubiquiti Networks Inc
2129,ac:07:5f:61:d6:00,"Huawei Tech Co, Ltd"
2130,74:da:38:cd:0c:79,Edimax Tech Co Ltd
2131,ac:07:5f:61:d5:fe,"Huawei Tech Co, Ltd"
2132,9c:3d:cf:cb:ef:70,Netgear
2133,94:77:2b:92:9e:90,"Huawei Tech Co, Ltd"
2134,b0:4e:26:46:9b:6c,"TP-Link Tech Co, Ltd"
2135,b0:4e:26:46:9b:6b,"TP-Link Tech Co, Ltd"
2136,d4:6e:0e:6d:33:96,"TP-Link Tech Co, Ltd"
2137,a0:ab:1b:87:87:10,D-Link International
2138,ac:07:5f:61:d5:fe,"Huawei Tech Co, Ltd"
2139,10:da:43:1c:96:d3,Netgear
2140,1c:5f:2b:10:da:7c,D-Link International
2141,bc:25:e0:88:9b:c0,"Huawei Tech Co, Ltd"
2142,d4:6e:0e:6d:33:95,"TP-Link Tech Co, Ltd"
2143,bc:25:e0:be:37:24,"Huawei Tech Co, Ltd"
2144,10:7b:44:b5:ad:88,ASUSTek Computer Inc
2145,a0:04:60:3d:04:67,Netgear
2146,b0:39:56:0b:ae:c5,Netgear
2147,ac:07:5f:61:d5:fe,"Huawei Tech Co, Ltd"
2148,bc:25:e0:88:9b:c0,"Huawei Tech Co, Ltd"
2149,10:7b:44:b5:ad:88,ASUSTek Computer Inc
2150,74:ea:3a:d3:ab:62,"TP-Link Tech Co, Ltd"
2151,00:26:5a:b2:1b:d0,D-Link Corp
2152,d4:6e:0e:3f:b7:72,"TP-Link Tech Co, Ltd"
2153,5c:d9:98:e5:4e:10,D-Link Corp
2154,9c:3d:cf:cb:ef:70,Netgear
2155,34:21:09:31:fa:af,Jensen Scandinavia AS
2156,00:26:5a:b2:1b:d0,D-Link Corp
2157,9c:3d:cf:01:1a:83,Netgear
2158,9c:3d:cf:01:1a:82,Netgear
2159,d4:6e:0e:e6:6a:4e,"TP-Link Tech Co, Ltd"
2160,d4:6e:0e:36:de:45,"TP-Link Tech Co, Ltd"
2161,1c:b7:2c:c1:44:70,ASUSTek Computer Inc
2162,50:c7:bf:16:69:80,"TP-Link Tech Co, Ltd"
2163,50:c7:bf:16:69:80,"TP-Link Tech Co, Ltd"
2164,94:46:96:2b:89:2e,BaudTec Corp
2165,ec:8e:b5:b8:d1:47,Hewlett Packard
2166,80:3f:5d:58:6e:d8,Winstars Tech Ltd
2167,bc:ee:7b:c4:c4:e8,ASUSTek Computer Inc
2168,84:3d:c6:0a:07:a4,"Cisco Systems, Inc"
2169,a4:2b:8c:02:f5:20,Netgear
2170,80:ea:96:f3:95:36,"Apple, Inc"
2171,d4:6e:0e:36:de:45,"TP-Link Tech Co, Ltd"
2172,00:2a:10:f4:bd:d4,"Cisco Systems, Inc"
2174,84:3d:c6:37:30:64,"Cisco Systems, Inc"
2175,84:3d:c6:7a:2c:54,"Cisco Systems, Inc"
2176,84:3d:c6:06:0f:d4,"Cisco Systems, Inc"
2177,84:3d:c6:0a:1a:54,"Cisco Systems, Inc"
2178,00:2a:10:13:7c:14,"Cisco Systems, Inc"
2179,00:78:88:99:5f:fb,"Cisco Systems, Inc"
2180,00:2a:10:1b:00:04,"Cisco Systems, Inc"
2181,00:78:88:ad:a5:04,"Cisco Systems, Inc"
2182,00:78:88:92:97:54,"Cisco Systems, Inc"
2183,00:2a:10:f4:be:14,"Cisco Systems, Inc"
2185,00:2a:10:1b:0f:44,"Cisco Systems, Inc"
2186,00:2a:10:11:35:e4,"Cisco Systems, Inc"
2187,00:78:88:92:96:64,"Cisco Systems, Inc"
2188,00:2a:10:f4:aa:a4,"Cisco Systems, Inc"
2189,00:78:88:07:86:64,"Cisco Systems, Inc"
2190,00:2a:10:1b:0f:4b,"Cisco Systems, Inc"
2191,00:2a:10:1b:00:0b,"Cisco Systems, Inc"
2192,00:78:88:92:97:54,"Cisco Systems, Inc"
2193,00:2a:10:f4:be:14,"Cisco Systems, Inc"
2194,00:2a:10:f4:aa:a4,"Cisco Systems, Inc"
2195,00:78:88:aa:b2:f4,"Cisco Systems, Inc"
2196,00:78:88:aa:b2:fb,"Cisco Systems, Inc"
2197,00:78:88:99:65:74,"Cisco Systems, Inc"
2198,00:2a:10:f3:ad:a4,"Cisco Systems, Inc"
2199,00:78:88:99:59:b4,"Cisco Systems, Inc"
2200,00:2a:10:f4:aa:ab,"Cisco Systems, Inc"
2201,84:3d:c6:0a:16:64,"Cisco Systems, Inc"
2202,00:78:88:92:97:5b,"Cisco Systems, Inc"
2203,00:78:88:99:59:bb,"Cisco Systems, Inc"
2204,00:78:88:99:5f:f4,"Cisco Systems, Inc"
2205,00:2a:10:f3:ae:24,"Cisco Systems, Inc"
2206,00:2a:10:f3:ad:ab,"Cisco Systems, Inc"
2209,00:78:88:aa:b2:f4,"Cisco Systems, Inc"
2210,00:78:88:99:65:74,"Cisco Systems, Inc"
2211,00:78:88:a4:bb:84,"Cisco Systems, Inc"
2212,00:78:88:92:9a:e4,"Cisco Systems, Inc"
2213,00:78:88:aa:b1:cb,"Cisco Systems, Inc"
2214,b8:08:d7:d4:91:5a,"Huawei Tech Co, Ltd"
2215,84:db:ac:3e:bb:0b,"Huawei Tech Co, Ltd"
2216,fc:5b:39:54:0e:54,"Cisco Systems, Inc"
2217,b8:08:d7:d4:91:58,"Huawei Tech Co, Ltd"
2218,2c:d0:2d:e2:6d:6b,"Cisco Systems, Inc"
2220,0c:8d:db:65:83:32,Cisco Meraki
2223,fc:5b:39:54:0e:5b,"Cisco Systems, Inc"
2229,b8:08:d7:d4:91:58,"Huawei Tech Co, Ltd"
2230,00:2c:c8:87:79:8b,"Cisco Systems, Inc"
2231,00:2c:c8:87:79:6b,"Cisco Systems, Inc"
2232,2c:d0:2d:91:65:44,"Cisco Systems, Inc"
2233,54:c9:df:1e:bc:fa,FN-Link Tech Ltd
2234,0c:8d:db:65:cf:34,Cisco Meraki
2236,2c:d0:2d:91:65:44,"Cisco Systems, Inc"
2237,00:27:0d:48:d7:04,"Cisco Systems, Inc"
2238,00:2c:c8:69:f1:e4,"Cisco Systems, Inc"
2239,00:2c:c8:87:7e:0b,"Cisco Systems, Inc"
2242,00:2c:c8:87:79:64,"Cisco Systems, Inc"
2243,00:2c:c8:87:79:84,"Cisco Systems, Inc"
2244,2c:d0:2d:e2:6d:64,"Cisco Systems, Inc"
2245,2c:d0:2d:91:65:4b,"Cisco Systems, Inc"
2247,00:c8:8b:45:c7:64,"Cisco Systems, Inc"
2248,a8:9d:21:da:40:4b,"Cisco Systems, Inc"
2250,00:c8:8b:45:c7:6b,"Cisco Systems, Inc"
2254,b8:08:d7:d4:91:5a,"Huawei Tech Co, Ltd"
2255,00:2c:c8:87:79:8b,"Cisco Systems, Inc"
2256,00:2c:c8:87:79:6b,"Cisco Systems, Inc"
2257,2c:d0:2d:91:65:4b,"Cisco Systems, Inc"
2259,a8:9d:21:da:40:4b,"Cisco Systems, Inc"
2262,00:c8:8b:45:c7:6b,"Cisco Systems, Inc"
2268,fc:5b:39:68:5d:c4,"Cisco Systems, Inc"
2269,fc:5b:39:54:0e:8b,"Cisco Systems, Inc"
2270,00:2a:10:f4:af:f4,"Cisco Systems, Inc"
2271,28:6c:07:37:cf:54,"Xiaomi Electronics, Co, Ltd"
2272,28:6c:07:e7:0b:b2,"Xiaomi Electronics, Co, Ltd"
2273,bc:25:e0:be:37:24,"Huawei Tech Co, Ltd"
2274,78:4f:43:7b:4c:f2,"Apple, Inc"
2277,28:6c:07:37:cf:54,"Xiaomi Electronics, Co, Ltd"
2278,bc:25:e0:be:37:24,"Huawei Tech Co, Ltd"
2279,a0:04:60:3d:04:67,Netgear
2280,1c:7e:e5:94:32:6a,D-Link International
2281,94:46:96:2b:ce:2b,BaudTec Corp
2282,70:4f:57:da:31:5f,"TP-Link Tech Co, Ltd"
2283,a4:2b:b0:e9:f7:8d,"TP-Link Tech Co, Ltd"
2284,a4:2b:b0:e9:f7:8c,"TP-Link Tech Co, Ltd"
2285,74:da:da:4a:36:b3,D-Link International
2286,70:4f:57:da:31:5e,"TP-Link Tech Co, Ltd"
2287,00:1a:2a:97:f7:3e,Arcadyan Tech Corp
2288,80:3f:5d:5a:88:ab,Winstars Tech Ltd
2289,28:6c:07:37:cf:54,"Xiaomi Electronics, Co, Ltd"
2290,28:6c:07:e7:0b:b2,"Xiaomi Electronics, Co, Ltd"
2292,1c:7e:e5:94:32:6a,D-Link International
2293,94:46:96:2b:ce:2b,BaudTec Corp
2294,a0:04:60:3d:04:68,Netgear
2295,80:37:73:af:4c:10,Netgear
2296,10:7b:44:3f:5d:18,ASUSTek Computer Inc
2297,10:7b:44:b5:ad:6c,ASUSTek Computer Inc
2298,50:c7:bf:c1:55:22,"TP-Link Tech Co, Ltd"
2299,d4:6e:0e:b4:b8:1a,"TP-Link Tech Co, Ltd"
2300,e8:fc:af:97:c7:1f,Netgear
2301,b0:39:56:8b:d1:22,Netgear
2302,34:21:09:29:c5:34,Jensen Scandinavia AS
2303,58:8b:f3:99:fc:30,Zyxel Communications Corp
2304,c8:3a:35:0e:9b:c0,"Tenda Tech Co, Ltd"
2305,50:64:2b:7c:3c:83,"Xiaomi Electronics, Co, Ltd"
2308,50:c7:bf:23:99:90,"TP-Link Tech Co, Ltd"
2309,00:4b:f3:0b:26:a6,"Shenzhen Mercury Communication Tech Co, Ltd"
2310,34:21:09:31:1b:7f,Jensen Scandinavia AS
2311,b0:39:56:8b:bf:68,Netgear
2312,70:4f:57:da:31:5e,"TP-Link Tech Co, Ltd"
2313,80:37:73:af:4c:10,Netgear
2314,10:7b:44:3f:5d:18,ASUSTek Computer Inc
2315,d4:6e:0e:b4:b8:1a,"TP-Link Tech Co, Ltd"
2316,00:4b:f3:0b:26:a6,"Shenzhen Mercury Communication Tech Co, Ltd"
2317,10:7b:44:3f:5d:1c,ASUSTek Computer Inc
2318,dc:ef:09:ff:f8:36,Netgear
2319,f0:9f:c2:f1:e1:96,Ubiquiti Networks Inc
2321,50:c7:bf:c1:15:8e,"TP-Link Tech Co, Ltd"
2322,d8:15:0d:5d:a7:c6,"TP-Link Tech Co, Ltd"
2323,f0:9f:c2:f1:dd:97,Ubiquiti Networks Inc
2324,ec:08:6b:fe:97:27,"TP-Link Tech Co, Ltd"
2325,88:d7:f6:c2:6c:c0,ASUSTek Computer Inc
2326,28:6c:07:e7:0b:b2,"Xiaomi Electronics, Co, Ltd"
2327,94:46:96:2b:ce:2b,BaudTec Corp
2328,70:4f:57:da:31:5f,"TP-Link Tech Co, Ltd"
2329,10:7b:44:3f:5d:18,ASUSTek Computer Inc
2330,10:7b:44:b5:ad:6c,ASUSTek Computer Inc
2331,e8:fc:af:97:c7:1f,Netgear
2332,50:64:2b:7c:3c:83,"Xiaomi Electronics, Co, Ltd"
2333,d8:15:0d:5d:a7:c6,"TP-Link Tech Co, Ltd"
2334,f0:9f:c2:f1:dd:97,Ubiquiti Networks Inc
2335,f0:9f:c2:f1:de:5d,Ubiquiti Networks Inc
2336,f0:9f:c2:f1:e0:80,Ubiquiti Networks Inc
2337,f0:9f:c2:f1:db:64,Ubiquiti Networks Inc
2338,94:46:96:2b:7d:3b,BaudTec Corp
2339,68:a8:6d:5f:55:bf,"Raisecom Tech Co, Ltd"
2340,18:d6:c7:fb:cd:e6,"TP-Link Tech Co, Ltd"
2341,00:1a:2a:97:f7:3e,Arcadyan Tech Corp
2342,50:c7:bf:c1:15:8e,"TP-Link Tech Co, Ltd"
2343,00:24:b2:5b:1b:e0,Netgear
2344,b0:39:56:8b:cb:7e,Netgear
2345,f4:28:53:7f:58:c4,Zioncom Electronics (Shenzhen) Ltd
2346,ac:cf:85:95:4f:2a,"Huawei Tech Co, Ltd"
2347,34:ce:00:2f:bb:b2,"Xiaomi Electronics, Co, Ltd"
2348,c8:3a:35:0e:9b:c0,"Tenda Tech Co, Ltd"
2349,50:64:2b:7c:3c:83,"Xiaomi Electronics, Co, Ltd"
2350,d8:15:0d:5d:a7:c6,"TP-Link Tech Co, Ltd"
2351,ac:cf:85:95:4f:2a,"Huawei Tech Co, Ltd"
2352,60:a4:4c:27:8d:80,ASUSTek Computer Inc
2353,20:6b:e7:02:5e:00,"TP-Link Tech Co, Ltd"
2354,18:d6:c7:fb:cd:e6,"TP-Link Tech Co, Ltd"
2355,b0:6e:bf:d7:d8:64,ASUSTek Computer Inc
2356,58:ef:68:b8:b0:c5,Belkin International Inc
2357,14:91:82:a9:fd:1a,Belkin International Inc
2358,14:a5:1a:b1:5a:58,"Huawei Tech Co, Ltd"
2360,00:24:b2:5b:1b:e0,Netgear
2361,b0:39:56:8b:cb:7e,Netgear
2362,14:91:82:a9:fd:1a,Belkin International Inc
2363,84:c9:b2:aa:0c:f4,D-Link International
2364,74:da:da:35:bc:0a,D-Link International
2365,b0:6e:bf:4c:c9:a8,ASUSTek Computer Inc
2366,10:7b:44:b5:b0:0c,ASUSTek Computer Inc
2367,70:4f:57:b6:14:b0,"TP-Link Tech Co, Ltd"
2368,50:c7:bf:1f:be:90,"TP-Link Tech Co, Ltd"
2369,20:6b:e7:8f:d0:f3,"TP-Link Tech Co, Ltd"
2370,90:f6:52:97:73:38,"TP-Link Tech Co, Ltd"
2371,20:e5:2a:50:ba:12,Netgear
2372,10:7b:44:b5:b0:0c,ASUSTek Computer Inc
2375,ac:cf:85:95:4f:2a,"Huawei Tech Co, Ltd"
2376,74:da:da:35:bc:0a,D-Link International
2377,74:da:da:35:bc:0c,D-Link International
2378,d4:6e:0e:57:3d:d6,"TP-Link Tech Co, Ltd"
2379,f0:9f:c2:f1:e1:2a,Ubiquiti Networks Inc
2380,4c:9e:ff:a5:a9:60,Zyxel Communications Corp
2381,00:1d:73:2d:81:5a,Buffalo.Inc
2382,4c:9e:ff:a5:a9:60,Zyxel Communications Corp
2383,f4:28:53:7f:58:c4,Zioncom Electronics (Shenzhen) Ltd
2384,50:bd:5f:76:38:be,"TP-Link Tech Co, Ltd"
2385,10:7b:44:b5:b0:0c,ASUSTek Computer Inc
2386,c0:3f:0e:78:36:9a,Netgear
2387,f0:5c:19:96:98:c2,"Aruba, a Hewlett Packard Enterprise Co"
2388,40:e3:d6:b6:18:42,"Aruba, a Hewlett Packard Enterprise Co"
2389,bc:25:e0:be:37:24,"Huawei Tech Co, Ltd"
2391,a0:04:60:3d:04:68,Netgear
2392,c4:e9:84:b5:f5:ba,"TP-Link Tech Co, Ltd"
2393,6c:3b:6b:31:39:07,Routerboard.com
2394,80:37:73:af:4c:10,Netgear
